id_inter;reference_type;citation;reference
727;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
728;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
729;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
730;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
731;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
732;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
733;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
734;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
735;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
736;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
737;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
738;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
739;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
740;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
741;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
742;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
743;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
744;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
745;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
746;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
747;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
748;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
749;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
750;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
751;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
752;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
753;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
754;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
755;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
756;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
757;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
758;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
759;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
760;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
761;t;Coelho 2013;Coelho, A. G. 2013. A comunidade de plantas utilizada por beija-flores no sub-bosque de um fragmento de Mata Atlântica da Bahia, Brasil. Tese de Doutorado, Universidade Estadual de Feira de Santana, Bahia, Brasil.
762;a;Correia et al. 2005;Correia, M. C. R., M. C. B. Pinheiro, and H. A. de Lima. 2005. Floral and pollination biology of Arrabidaea conjugata (Vell.) Mart. (Bignoniaceae). Acta Botanica Brasilica 19:501–510.
763;a;Costa & Morais 2008;Costa, R. A. C. V., and A. B. B. de Morais. 2008. Fenologia e visitantes florais de Erythrina crista-galli L. (Leguminosae: Faboideae) em Santa Maria, Rio Grande do Sul, Brasil. Biotemas 21:51–56.
764;a;Costa & Morais 2008;Costa, R. A. C. V., and A. B. B. de Morais. 2008. Fenologia e visitantes florais de Erythrina crista-galli L. (Leguminosae: Faboideae) em Santa Maria, Rio Grande do Sul, Brasil. Biotemas 21:51–56.
765;t;Costa 2006;Costa, R. A. C. V. 2006. Visitantes florais de Erythrina crista-galli L. e Erythrina falcata Benth (Leguminosae: Faboideae) na região urbana de Santa Maria, Rio Grande do Sul, Brasil. Dissertação de Mestrado, Universidade Federal de Santa Maria, Rio Grande do Sul, Brasil.
766;t;Costa 2006;Costa, R. A. C. V. 2006. Visitantes florais de Erythrina crista-galli L. e Erythrina falcata Benth (Leguminosae: Faboideae) na região urbana de Santa Maria, Rio Grande do Sul, Brasil. Dissertação de Mestrado, Universidade Federal de Santa Maria, Rio Grande do Sul, Brasil.
767;t;Costa 2006;Costa, R. A. C. V. 2006. Visitantes florais de Erythrina crista-galli L. e Erythrina falcata Benth (Leguminosae: Faboideae) na região urbana de Santa Maria, Rio Grande do Sul, Brasil. Dissertação de Mestrado, Universidade Federal de Santa Maria, Rio Grande do Sul, Brasil.
768;t;Costa 2006;Costa, R. A. C. V. 2006. Visitantes florais de Erythrina crista-galli L. e Erythrina falcata Benth (Leguminosae: Faboideae) na região urbana de Santa Maria, Rio Grande do Sul, Brasil. Dissertação de Mestrado, Universidade Federal de Santa Maria, Rio Grande do Sul, Brasil.
769;t;Costa 2006;Costa, R. A. C. V. 2006. Visitantes florais de Erythrina crista-galli L. e Erythrina falcata Benth (Leguminosae: Faboideae) na região urbana de Santa Maria, Rio Grande do Sul, Brasil. Dissertação de Mestrado, Universidade Federal de Santa Maria, Rio Grande do Sul, Brasil.
770;t;Costa 2006;Costa, R. A. C. V. 2006. Visitantes florais de Erythrina crista-galli L. e Erythrina falcata Benth (Leguminosae: Faboideae) na região urbana de Santa Maria, Rio Grande do Sul, Brasil. Dissertação de Mestrado, Universidade Federal de Santa Maria, Rio Grande do Sul, Brasil.
771;t;Costa 2006;Costa, R. A. C. V. 2006. Visitantes florais de Erythrina crista-galli L. e Erythrina falcata Benth (Leguminosae: Faboideae) na região urbana de Santa Maria, Rio Grande do Sul, Brasil. Dissertação de Mestrado, Universidade Federal de Santa Maria, Rio Grande do Sul, Brasil.
772;a;Cruz et al. 2006;Cruz, D. D., M. A. R. Mello, and M. Van Sluys. 2006. Phenology and floral visitors of two sympatric Heliconia species in the Brazilian Atlantic forest. Flora: Morphology, Distribution, Functional Ecology of Plants 201:519–527.
773;a;Cruz et al. 2006;Cruz, D. D., M. A. R. Mello, and M. Van Sluys. 2006. Phenology and floral visitors of two sympatric Heliconia species in the Brazilian Atlantic forest. Flora: Morphology, Distribution, Functional Ecology of Plants 201:519–527.
774;a;Cruz et al. 2006;Cruz, D. D., M. A. R. Mello, and M. Van Sluys. 2006. Phenology and floral visitors of two sympatric Heliconia species in the Brazilian Atlantic forest. Flora: Morphology, Distribution, Functional Ecology of Plants 201:519–527.
775;a;Cruz et al. 2014;Cruz, D. D., M. C. e Silva, and N. S. de Albuquerque. 2014. Floral syndrome, resources and pollinator guilds: A case study of Heliconia psittacorum L. f. (Heliconiaceae). Iheringia, Série Botânica 69:303–312.
776;a;Cruz et al. 2014;Cruz, D. D., M. C. e Silva, and N. S. de Albuquerque. 2014. Floral syndrome, resources and pollinator guilds: A case study of Heliconia psittacorum L. f. (Heliconiaceae). Iheringia, Série Botânica 69:303–312.
777;a;Cruz et al. 2014;Cruz, D. D., M. C. e Silva, and N. S. de Albuquerque. 2014. Floral syndrome, resources and pollinator guilds: A case study of Heliconia psittacorum L. f. (Heliconiaceae). Iheringia, Série Botânica 69:303–312.
778;a;Cruz et al. 2014;Cruz, D. D., M. C. e Silva, and N. S. de Albuquerque. 2014. Floral syndrome, resources and pollinator guilds: A case study of Heliconia psittacorum L. f. (Heliconiaceae). Iheringia, Série Botânica 69:303–312.
779;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
780;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
781;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
782;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
783;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
784;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
785;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
786;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
787;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
788;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
789;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
790;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
791;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
792;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
793;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
794;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
795;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
796;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
797;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
798;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
799;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
800;a;Cruz-Neto et al. 2015;Cruz-Neto, O., I. C. Machado, L. Galetto, and A. V. Lopes. 2015. The influence of nectar production and floral visitors on the female reproductive success of Inga (Fabaceae): A field experiment. Botanical Journal of the Linnean Society 177:230–245.
801;upd;Darrigo na nd.;Darrigo, M.R. Personal Communication
802;upd;Darrigo na nd.;Darrigo, M.R. Personal Communication
803;upd;Darrigo na nd.;Darrigo, M.R. Personal Communication
804;upd;Darrigo na nd.;Darrigo, M.R. Personal Communication
805;upd;Darrigo na nd.;Darrigo, M.R. Personal Communication
806;upd;Darrigo na nd.;Darrigo, M.R. Personal Communication
807;t;Dias 2014;Dias, L. do C. D. 2014. Biologia reprodutiva de Aechmea bruggeri Leme (Bromeliaceae): uma espécie endêmica da Floresta Atlântica ameaçada de extinção. Dissertação de Mestrado, Universidade Federal de Juiz de Fora, Minas Gerais, Brasil.
808;a;Dietz et al 1997;Dietz, J. M., C. A. Peres, and L. Pinder. 1997. Foraging ecology and use of space in wild golden lion tamarins (Leontopithecus rosalia). American Journal of Primatology 41:289–305.
809;a;Dietz et al 1997;Dietz, J. M., C. A. Peres, and L. Pinder. 1997. Foraging ecology and use of space in wild golden lion tamarins (Leontopithecus rosalia). American Journal of Primatology 41:289–305.
810;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
811;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
812;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
813;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
814;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
815;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
816;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
817;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
818;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
819;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
820;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
821;a;Faria & Araújo 2010a, Faria & Araújo 2010b;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855.; Faria, R.R.; Araujo, A.C. 2010b. Pollination ecology of Ruellia angustiflora (Ness) Lindau ex Rambo (Acanthaceae) in the Serra da Bodoquena, Mato Grosso do Sul, Brazil. Flora, v. 205, p. 106-111."
822;a;Faria & Araújo 2010a, Faria & Araújo 2010b;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855.; Faria, R.R.; Araujo, A.C. 2010b. Pollination ecology of Ruellia angustiflora (Ness) Lindau ex Rambo (Acanthaceae) in the Serra da Bodoquena, Mato Grosso do Sul, Brazil. Flora, v. 205, p. 106-111."
823;a;Faria & Araújo 2010a, Faria & Araújo 2010b;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855.; Faria, R.R.; Araujo, A.C. 2010b. Pollination ecology of Ruellia angustiflora (Ness) Lindau ex Rambo (Acanthaceae) in the Serra da Bodoquena, Mato Grosso do Sul, Brazil. Flora, v. 205, p. 106-111."
824;a;Faria & Araújo 2010a, Faria & Araújo 2010b;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855.; Faria, R.R.; Araujo, A.C. 2010b. Pollination ecology of Ruellia angustiflora (Ness) Lindau ex Rambo (Acanthaceae) in the Serra da Bodoquena, Mato Grosso do Sul, Brazil. Flora, v. 205, p. 106-111."
825;a;Faria & Araújo 2010a, Faria & Araújo 2010b;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855.; Faria, R.R.; Araujo, A.C. 2010b. Pollination ecology of Ruellia angustiflora (Ness) Lindau ex Rambo (Acanthaceae) in the Serra da Bodoquena, Mato Grosso do Sul, Brazil. Flora, v. 205, p. 106-111."
826;a;Faria & Araújo 2010a, Faria & Araújo 2010b;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855.; Faria, R.R.; Araujo, A.C. 2010b. Pollination ecology of Ruellia angustiflora (Ness) Lindau ex Rambo (Acanthaceae) in the Serra da Bodoquena, Mato Grosso do Sul, Brazil. Flora, v. 205, p. 106-111."
827;a;Faria & Araújo 2010a, Faria & Araújo 2010b;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855.; Faria, R.R.; Araujo, A.C. 2010b. Pollination ecology of Ruellia angustiflora (Ness) Lindau ex Rambo (Acanthaceae) in the Serra da Bodoquena, Mato Grosso do Sul, Brazil. Flora, v. 205, p. 106-111."
828;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
829;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
830;a;Faria & Araújo 2010a;"Faria, R.R.; Araújo, A.C. 2010a. Flowering phenology and pollination of ornithophilous species in two habitats of Serra da Bodoquena, Mato Grosso do Sul, Brazil. Anais da Academia Brasileira De Ciências, v. 82, p. 843-855."
831;bc;Faria 1995;Faria, D. M. 1995. Os morcegos da Santa Genebra. Pages 100–106 in P. C. Morellato, and H. F. Leitão-Filho Editors. Ecologia e preservação de uma floresta tropical urbana - Reserva de Santa Genebra. Editora Unicamp, Campinas, Brasil.
832;bc;Faria 1995;Faria, D. M. 1995. Os morcegos da Santa Genebra. Pages 100–106 in P. C. Morellato, and H. F. Leitão-Filho Editors. Ecologia e preservação de uma floresta tropical urbana - Reserva de Santa Genebra. Editora Unicamp, Campinas, Brasil.
833;bc;Faria 1995;Faria, D. M. 1995. Os morcegos da Santa Genebra. Pages 100–106 in P. C. Morellato, and H. F. Leitão-Filho Editors. Ecologia e preservação de uma floresta tropical urbana - Reserva de Santa Genebra. Editora Unicamp, Campinas, Brasil.
834;bc;Faria 1995;Faria, D. M. 1995. Os morcegos da Santa Genebra. Pages 100–106 in P. C. Morellato, and H. F. Leitão-Filho Editors. Ecologia e preservação de uma floresta tropical urbana - Reserva de Santa Genebra. Editora Unicamp, Campinas, Brasil.
835;bc;Faria 1995;Faria, D. M. 1995. Os morcegos da Santa Genebra. Pages 100–106 in P. C. Morellato, and H. F. Leitão-Filho Editors. Ecologia e preservação de uma floresta tropical urbana - Reserva de Santa Genebra. Editora Unicamp, Campinas, Brasil.
836;bc;Faria 1995;Faria, D. M. 1995. Os morcegos da Santa Genebra. Pages 100–106 in P. C. Morellato, and H. F. Leitão-Filho Editors. Ecologia e preservação de uma floresta tropical urbana - Reserva de Santa Genebra. Editora Unicamp, Campinas, Brasil.
837;bc;Faria 1995;Faria, D. M. 1995. Os morcegos da Santa Genebra. Pages 100–106 in P. C. Morellato, and H. F. Leitão-Filho Editors. Ecologia e preservação de uma floresta tropical urbana - Reserva de Santa Genebra. Editora Unicamp, Campinas, Brasil.
838;bc;Faria 1995;Faria, D. M. 1995. Os morcegos da Santa Genebra. Pages 100–106 in P. C. Morellato, and H. F. Leitão-Filho Editors. Ecologia e preservação de uma floresta tropical urbana - Reserva de Santa Genebra. Editora Unicamp, Campinas, Brasil.
